기준일자,KOSPI지수,A000270(기아),A000660(SK하이닉스),A005380(현대차),A005490(POSCO홀딩스),A005930(삼성전자),A005935(삼성전자우),A006400(삼성SDI),A035420(NAVER),A035720(카카오),A051910(LG화학)
20071002,2014.09,12050,31000,72500,765000,11580,8630,61800,72229,14150,145067
20071004,2003.60,11900,29700,71700,700000,11300,8380,60300,75337,14050,149333
20071005,1996.03,11750,29400,69500,685000,11060,8400,60000,76279,14110,149333
20071008,2012.82,11650,29300,69200,693000,11020,8340,62100,80987,14551,150756
20071009,2014.13,11650,29000,69400,705000,10740,8180,65700,77847,15575,157867
20071010,2041.12,11600,28950,70400,699000,11040,8280,74900,76247,15595,163556
20071011,2058.85,11150,28650,68700,700000,11100,8380,79500,78255,15294,167111
20071012,2026.44,11000,28300,66700,679000,11140,8460,74500,78789,14973,152178
20071015,2035.39,11050,28000,65400,675000,10840,8380,74800,83247,15073,155733
20071016,2005.76,11000,26700,63000,669000,10300,8120,69900,82933,15455,150756
20071017,1983.94,10650,26800,64300,619000,10300,8200,70100,80107,15053,163556
20071018,2005.09,10250,26100,65300,620000,10440,8110,75600,83184,14953,170667
20071019,1970.10,9700,26000,65000,604000,10800,8160,70500,81143,15394,173511
20071022,1903.81,9330,25250,64000,584000,10440,8030,67000,77785,15716,167822
20071023,1947.98,9810,25150,64100,602000,10440,8110,67100,83184,15655,173511
20071024,1933.36,9920,24300,63200,625000,10260,8100,61500,85695,15756,164978
20071025,1976.75,11400,23000,65400,651000,10140,8200,66900,92600,16860,161422
20071026,2028.06,10850,26350,66200,658000,10640,8420,70800,90278,17281,162133
20071029,2062.92,10300,25350,70100,677000,10900,8460,69800,89901,16840,162133
20071030,2052.37,10650,24850,70500,675000,10880,8460,72300,88991,16237,148622
20071031,2064.85,10350,25000,71000,645000,11000,8500,72000,89776,16298,158578
20071101,2063.14,10150,24550,67500,627000,10980,8560,69600,88112,15736,164267
20071102,2019.34,9900,24100,64400,610000,10800,8460,65900,85757,16117,173511
20071105,2015.76,9700,23650,63400,608000,10560,8500,63500,87201,16478,177778
20071106,2054.24,9920,24150,67200,625000,10960,8570,67400,89461,16398,187733
20071107,2043.19,9850,24650,67200,615000,11400,8930,65000,88049,16077,184889
20071108,1979.56,9510,23400,66000,582000,10720,8720,64100,84126,15455,182756
20071109,1990.47,9630,23450,68000,586000,10800,8570,67200,82556,14973,172089
20071112,1923.42,9400,23050,66500,566000,10640,8360,63800,78539,14551,168533
20071113,1932.89,9750,23200,66500,580000,10640,8210,64600,79071,15053,168533
20071114,1972.58,10050,23200,69000,608000,10940,8300,65700,81708,14993,172089
20071115,1947.74,10300,23700,73000,590000,11400,8470,68100,76592,14391,162844
20071116,1926.20,10100,23750,70000,582000,11140,8260,66400,79700,14431,155022
20071119,1893.47,9910,23000,68900,571000,10820,8100,66200,76279,15254,146489
20071120,1872.24,9880,23000,68300,579000,10620,8000,67500,73578,15254,139378
20071121,1806.99,9510,22500,63700,569000,10300,7860,65800,75337,15394,133689
20071122,1799.02,9800,22700,67500,567000,10780,8120,63800,75650,15615,128000
20071123,1772.88,9700,22700,71500,559000,11140,8400,65000,74927,15615,128000
20071126,1855.33,9900,22950,71400,586000,11260,8420,67200,78789,16017,142080
20071127,1859.79,9870,22850,71500,574000,10780,8160,64000,83780,17060,145067
20071128,1834.69,10000,22800,68300,560000,10880,8170,62900,83497,17261,137529
20071129,1877.56,10050,24500,69700,577000,11340,8420,63600,84753,17964,130133
20071130,1906.00,10150,25900,69300,587000,11300,8120,63300,81991,17362,139662
20071203,1902.43,10200,25200,67600,584000,11320,8100,61500,78161,17944,137244
20071204,1917.83,10300,25450,70800,586000,11500,8380,62000,83497,18164,139662
20071205,1938.20,10250,25650,72000,591000,11640,8520,65600,80295,18184,145067
20071206,1953.17,10300,26950,73900,617000,12240,9150,64700,78507,17663,140800
20071207,1934.32,10550,27500,73500,620000,12160,9020,66200,78633,18004,132409
20071210,1906.42,10450,27000,72900,619000,12280,9040,64700,78946,18004,123876
20071211,1925.07,10750,26500,74000,628000,12060,9070,68000,76498,18004,126009
20071212,1927.45,10600,26050,74000,623000,11960,8860,68000,75838,17783,128284
20071213,1915.90,10200,26000,73800,610000,11800,8840,67600,78098,17261,129422
20071214,1895.05,10300,25550,72300,589000,11620,8610,65600,73766,16900,129280
20071217,1839.82,10000,25250,69500,578000,11200,8700,62100,68179,16478,126009
20071218,1861.47,10250,25250,72200,570000,11200,8560,63800,71255,16458,131556
20071220,1844.37,9930,24500,71200,557000,11180,8500,63500,71788,15655,132267
20071221,1878.32,10050,24700,73000,564000,11200,8360,65700,72103,15997,132978
20071224,1919.47,10150,25750,73900,575000,11560,8620,66600,73108,16077,133120
20071226,1906.72,10100,25700,72600,575000,11520,8630,65000,69058,15635,130702
20071227,1908.62,10100,26000,71000,582000,11400,8600,67200,72636,15997,128427
20071228,1897.13,10100,25950,71600,575000,11120,8560,66500,70973,15615,127431
20080102,1853.45,9960,24850,68500,562000,10880,8310,64000,73327,14853,124160
20080103,1852.73,10050,24600,71000,556000,10920,8270,65200,76529,14451,119182
20080104,1863.90,9970,24400,70400,564000,10780,8220,66400,76561,15374,119040
20080107,1831.14,9940,23600,68500,546000,10380,8000,65500,75713,15294,115627
20080108,1826.23,9890,23100,69100,540000,10320,7860,64500,75838,14953,120320
20080109,1844.47,10000,23500,68800,543000,10500,7920,65300,78727,15013,114631
20080110,1824.78,9780,23300,67600,543000,10320,7740,64100,78946,15756,112356
20080111,1782.27,9430,23700,66100,533000,10320,7680,62600,75650,15053,111644
20080114,1765.88,9400,23250,67000,537000,10500,7870,62800,75963,15475,113493
20080115,1746.95,9070,22750,63000,550000,10640,8000,61900,72542,15455,113778
20080116,1704.97,8980,21850,62300,530000,10600,8060,61600,69183,15113,105387
20080117,1723.55,9200,24500,64400,516000,11200,8440,62500,65292,15113,107378
20080118,1734.72,9420,24500,65800,495000,11340,8350,64700,71506,15776,110933
20080121,1683.56,9220,25000,67400,489500,11280,8250,62900,70564,15635,105244
20080122,1609.02,9140,25000,67200,471000,10720,8050,62900,67489,14471,95147
20080123,1628.42,8950,25300,69000,491000,10800,7920,66300,68745,14632,93440
20080124,1663.00,9330,26100,70800,488000,11120,8000,67200,70722,14391,102400
20080125,1692.41,10050,25150,72000,510000,11220,8180,67000,73547,14411,108800
20080128,1627.19,9980,24450,69500,490000,10780,7750,66400,70000,13327,102400
20080129,1637.91,10300,25250,73000,502000,11160,8000,70700,69058,13367,100551
20080130,1589.06,10050,26100,72800,497000,11420,8100,71500,60331,12745,99982
20080131,1624.68,10350,26000,73400,509000,11900,8600,69600,62779,12845,110649
20080201,1634.53,10250,25300,71200,511000,11720,8440,70200,62779,13448,115484
20080204,1690.13,10300,26000,71300,531000,12240,8930,69700,71569,14672,116338
20080205,1696.57,10250,26050,71100,513000,12260,9100,71000,70157,14853,116622
20080211,1640.67,9930,26100,68400,489500,11680,8630,67600,65887,14652,112924
20080212,1643.29,10050,26250,69000,496000,11460,8540,67900,66232,14752,112213
20080213,1631.78,9980,25800,67500,495000,11480,8380,67900,65605,13849,108800
20080214,1697.45,10200,26200,69500,517000,11860,8460,70400,68430,14471,117618
20080215,1694.77,10250,26000,69100,516000,11720,8240,69000,70000,14893,119609
20080218,1696.24,10200,25650,68800,515000,11540,8100,68000,69591,14732,118187
20080219,1720.52,10450,25500,68900,520000,11740,8420,70000,69058,15776,119467
20080220,1687.91,10200,24600,67200,507000,11560,8420,69300,67331,16217,112071
20080221,1704.36,10200,24550,67100,507000,11880,8700,71000,65637,15836,111076
20080222,1686.45,9800,23750,66300,493000,11640,8600,69600,66861,15053,106524
20080225,1709.13,9820,23500,66400,514000,11620,8510,70000,69215,15334,111218
20080226,1709.13,9640,23100,66100,535000,11420,8360,68000,72041,16258,112498
20080227,1720.89,9860,24950,67600,543000,11560,8290,66700,70627,16579,110222
20080228,1736.17,10000,24900,68400,544000,11600,8340,66400,69843,17081,110080
20080229,1711.62,9740,24550,66800,530000,11200,8190,66400,67017,16880,113778
20080303,1671.73,9800,23300,66700,513000,10980,8200,65100,63408,17040,112924
20080304,1676.18,9820,23650,66100,516000,11040,8100,67500,63408,16699,111929
20080305,1677.10,9870,24300,65900,513000,11240,8110,69000,63126,16639,107662
20080306,1697.44,9810,24900,65800,519000,11240,8210,70000,65102,16860,106382
20080307,1663.97,9550,24050,64500,509000,11000,7950,69900,62842,17000,106240
20080310,1625.17,9840,23700,64100,503000,11080,8040,69500,61305,16438,102400
20080311,1641.48,10400,24550,67800,482500,11100,8200,72300,61681,16338,102258
20080312,1658.83,10450,24500,67800,491500,11200,8220,71100,62623,17000,106382
20080313,1615.62,10200,23900,66600,461000,11000,8270,70500,63941,16237,107236
20080314,1600.26,10950,23800,69300,442000,10940,8150,72300,64256,16017,103822
20080317,1574.44,11400,24000,70500,437000,11000,8300,72500,62278,15415,100693
20080318,1588.75,11450,24150,70300,450500,11360,8260,74100,60363,14692,104249
20080319,1622.23,11700,24100,71800,468000,11820,8590,75800,63721,15053,106524
20080320,1623.39,11800,24750,72700,451000,12120,8850,75200,62153,14853,109511
20080321,1645.69,11600,26250,72500,458000,12140,8850,72700,63126,15234,110364
20080324,1655.30,11000,26050,73400,464000,11980,8750,73600,62341,15254,111644
20080325,1674.93,11150,25900,76000,481000,12200,8800,72500,67646,15214,110080
20080326,1679.67,11000,26450,74900,483000,12240,8760,74500,67489,15214,110933
20080327,1676.24,11250,25800,76900,473000,12100,8800,77400,69058,14652,108089
20080328,1701.83,11450,26300,78500,473500,12260,8920,78400,69686,14551,105529
20080331,1703.99,11400,27850,78900,476000,12460,8920,77900,72542,14873,105244
20080401,1702.25,11200,27900,78500,468000,12720,9000,78000,73797,14351,103396
